inventory_id,Department,Class,Size,Inventory Units,Full Price Inventory Units,Markdown Inventory Units,Inventory Value,Full Price Inventory Value,Markdown Inventory Value,Units Sold,Full Price Units Sold,Markdown Units Sold,Sales,Full Price Sales,Markdown Sales
903,Ladies Footwear,Luxury,11,3,0,3,$360.00,$0.00,$360.00,0,0,0,$0.00 ,$0.00 ,$0.00 
904,Ladies Footwear,Luxury,35,18,12,6,"$9,587.88","$7,139.88","$2,448.00",3,3,0,"$2,129.97 ","$2,129.97 ",$0.00 
905,Ladies Footwear,Luxury,35.5,5,3,2,"$4,082.48","$2,564.48","$1,518.00",0,0,0,$0.00 ,$0.00 ,$0.00 
906,Ladies Footwear,Luxury,36,67,45,22,"$38,480.76","$29,819.26","$8,661.50",11,7,4,"$4,800.73 ","$3,700.83 ","$1,099.90 "
907,Ladies Footwear,Luxury,36.5,22,20,2,"$17,557.61","$16,699.61",$858.00,4,4,0,"$2,640.26 ","$2,640.26 ",$0.00 
908,Ladies Footwear,Luxury,37,261,182,79,"$54,237.68","$42,561.68","$11,676.00",41,20,21,"$6,742.56 ","$5,454.56 ","$1,288.00 "
909,Ladies Footwear,Luxury,37.5,7,7,0,"$5,530.14","$5,530.14",$0.00,2,2,0,$859.29 ,$859.29 ,$0.00 
910,Ladies Footwear,Luxury,38,114,62,52,"$12,435.43","$9,496.23","$2,939.20",19,5,14,"$2,166.41 ","$1,549.31 ",$617.10 
911,Ladies Footwear,Luxury,38.5,15,15,0,"$13,368.46","$13,368.46",$0.00,8,8,0,"$7,122.53 ","$7,122.53 ",$0.00 
912,Ladies Footwear,Luxury,39,285,160,125,"$25,117.20","$17,064.40","$8,052.80",51,13,38,"$6,921.47 ","$5,795.87 ","$1,125.60 "
913,Ladies Footwear,Luxury,39.5,4,4,0,"$3,541.97","$3,541.97",$0.00,4,4,0,"$2,793.97 ","$2,793.97 ",$0.00 
914,Ladies Footwear,Luxury,40,177,104,73,"$28,478.47","$21,793.47","$6,685.00",34,14,20,"$5,872.86 ","$5,449.36 ",$423.50 
915,Ladies Footwear,Luxury,41,19,16,3,"$2,993.74","$2,437.34",$556.40,2,2,0,$227.48 ,$227.48 ,$0.00 
916,Ladies Footwear,Luxury,42,2,2,0,$863.98,$863.98,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
917,Ladies Footwear,Luxury,5,4,4,0,$464.97,$464.97,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
918,Ladies Footwear,Luxury,5.5,9,9,0,"$5,512.42","$5,512.42",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
919,Ladies Footwear,Luxury,6.5,3,3,0,"$1,132.48","$1,132.48",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
920,Ladies Footwear,Luxury,7,3,3,0,$359.98,$359.98,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
921,Ladies Footwear,Luxury,7.5,2,2,0,"$1,007.99","$1,007.99",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
922,Ladies Footwear,Luxury,8.5,4,0,4,$547.20,$0.00,$547.20,4,0,4,$547.20 ,$0.00 ,$547.20 
923,Ladies Footwear,Luxury,9,4,0,4,$345.60,$0.00,$345.60,0,0,0,$0.00 ,$0.00 ,$0.00 
924,Ladies Footwear,Luxury,9.5,6,0,6,$576.00,$0.00,$576.00,0,0,0,$0.00 ,$0.00 ,$0.00 
925,Ladies Footwear,Sandals,10,"3,546","3,250",296,"$126,027.41","$116,121.85","$9,905.56",483,457,26,"$15,911.29 ","$15,012.38 ",$898.91 
926,Ladies Footwear,Sandals,10 2E,42,42,0,"$1,049.58","$1,049.58",$0.00,3,3,0,$52.48 ,$52.48 ,$0.00 
927,Ladies Footwear,Sandals,10 4E,6,6,0,$149.94,$149.94,$0.00,1,1,0,$24.99 ,$24.99 ,$0.00 
928,Ladies Footwear,Sandals,10.5,125,125,0,"$4,435.76","$4,435.76",$0.00,13,13,0,$449.87 ,$449.87 ,$0.00 
929,Ladies Footwear,Sandals,10.5 2E,2,2,0,$27.49,$27.49,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
930,Ladies Footwear,Sandals,10.5 4E,10,10,0,$243.65,$243.65,$0.00,1,1,0,$16.24 ,$16.24 ,$0.00 
931,Ladies Footwear,Sandals,10.5W,11,11,0,$277.40,$277.40,$0.00,1,1,0,$18.74 ,$18.74 ,$0.00 
932,Ladies Footwear,Sandals,10.5WW,8,8,0,$191.93,$191.93,$0.00,2,2,0,$35.99 ,$35.99 ,$0.00 
933,Ladies Footwear,Sandals,10N,21,21,0,$610.30,$610.30,$0.00,6,6,0,$166.44 ,$166.44 ,$0.00 
934,Ladies Footwear,Sandals,10W,225,225,0,"$6,445.75","$6,445.75",$0.00,63,63,0,"$1,799.88 ","$1,799.88 ",$0.00 
935,Ladies Footwear,Sandals,10WW,94,94,0,"$2,749.06","$2,749.06",$0.00,8,8,0,$219.92 ,$219.92 ,$0.00 
936,Ladies Footwear,Sandals,11,"1,533","1,490",43,"$50,364.11","$48,639.86","$1,724.25",198,193,5,"$6,087.32 ","$5,995.82 ",$91.50 
937,Ladies Footwear,Sandals,11 2E,65,65,0,"$1,619.35","$1,619.35",$0.00,4,4,0,$89.96 ,$89.96 ,$0.00 
938,Ladies Footwear,Sandals,11 4E,7,7,0,$174.93,$174.93,$0.00,6,6,0,$131.20 ,$131.20 ,$0.00 
939,Ladies Footwear,Sandals,11.5,32,32,0,$469.94,$469.94,$0.00,2,2,0,$28.48 ,$28.48 ,$0.00 
940,Ladies Footwear,Sandals,45242,68,68,0,$876.83,$876.83,$0.00,5,5,0,$52.61 ,$52.61 ,$0.00 
941,Ladies Footwear,Sandals,11N,10,10,0,$302.16,$302.16,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
942,Ladies Footwear,Sandals,11W,170,170,0,"$4,703.55","$4,703.55",$0.00,35,35,0,"$1,021.90 ","$1,021.90 ",$0.00 
943,Ladies Footwear,Sandals,11WW,19,19,0,$519.57,$519.57,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
944,Ladies Footwear,Sandals,12,127,127,0,"$4,000.73","$4,000.73",$0.00,15,15,0,$449.86 ,$449.86 ,$0.00 
945,Ladies Footwear,Sandals,12 2E,37,37,0,$922.13,$922.13,$0.00,10,10,0,$247.40 ,$247.40 ,$0.00 
946,Ladies Footwear,Sandals,12 4E,12,12,0,$288.63,$288.63,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
947,Ladies Footwear,Sandals,12W,54,54,0,"$1,462.47","$1,462.47",$0.00,24,24,0,$678.76 ,$678.76 ,$0.00 
948,Ladies Footwear,Sandals,12WW,6,6,0,$152.70,$152.70,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
949,Ladies Footwear,Sandals,13,66,66,0,"$2,729.34","$2,729.34",$0.00,3,3,0,$146.97 ,$146.97 ,$0.00 
950,Ladies Footwear,Sandals,13 2E,5,5,0,$112.46,$112.46,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
951,Ladies Footwear,Sandals,13W,3,3,0,$62.98,$62.98,$0.00,2,2,0,$31.49 ,$31.49 ,$0.00 
952,Ladies Footwear,Sandals,35,41,41,0,"$1,427.84","$1,427.84",$0.00,6,6,0,$268.19 ,$268.19 ,$0.00 
953,Ladies Footwear,Sandals,35.5,16,16,0,$799.84,$799.84,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
954,Ladies Footwear,Sandals,36,812,793,19,"$20,274.58","$19,970.58",$304.00,255,255,0,"$8,043.95 ","$8,043.95 ",$0.00 
955,Ladies Footwear,Sandals,36.5,53,53,0,"$1,946.47","$1,946.47",$0.00,7,7,0,$263.93 ,$263.93 ,$0.00 
956,Ladies Footwear,Sandals,37,"1,551","1,514",37,"$39,636.17","$39,043.37",$592.80,390,389,1,"$11,366.57 ","$11,335.37 ",$31.20 
957,Ladies Footwear,Sandals,38,"2,543","2,457",86,"$68,324.13","$66,902.93","$1,421.20",743,722,21,"$23,541.38 ","$23,163.28 ",$378.10 
958,Ladies Footwear,Sandals,38.5,68,68,0,"$2,303.33","$2,303.33",$0.00,12,12,0,$479.89 ,$479.89 ,$0.00 
959,Ladies Footwear,Sandals,39,"1,007",975,32,"$32,754.46","$32,183.26",$571.20,227,221,6,"$7,011.80 ","$6,903.30 ",$108.50 
960,Ladies Footwear,Sandals,4,6,6,0,$239.94,$239.94,$0.00,3,3,0,$119.97 ,$119.97 ,$0.00 
961,Ladies Footwear,Sandals,4.5,4,4,0,$139.97,$139.97,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
962,Ladies Footwear,Sandals,40,565,550,15,"$19,109.75","$18,823.75",$286.00,118,116,2,"$3,469.34 ","$3,430.84 ",$38.50 
963,Ladies Footwear,Sandals,40.5,27,27,0,$809.73,$809.73,$0.00,3,3,0,$134.97 ,$134.97 ,$0.00 
964,Ladies Footwear,Sandals,41,901,898,3,"$34,885.73","$34,826.53",$59.20,219,217,2,"$7,288.69 ","$7,259.09 ",$29.60 
965,Ladies Footwear,Sandals,42,124,93,31,"$8,572.48","$7,094.08","$1,478.40",17,15,2,$858.96 ,$753.36 ,$105.60 
966,Ladies Footwear,Sandals,5,673,511,162,"$25,970.75","$18,477.15","$7,493.60",53,52,1,"$1,969.79 ","$1,946.99 ",$22.80 
967,Ladies Footwear,Sandals,5.5,830,611,219,"$31,078.69","$21,377.89","$9,700.80",66,65,1,"$2,234.95 ","$2,177.35 ",$57.60 
968,Ladies Footwear,Sandals,6,"3,486","3,285",201,"$119,359.36","$110,429.36","$8,930.00",482,471,11,"$15,371.99 ","$15,081.30 ",$290.69 
969,Ladies Footwear,Sandals,6 2E,36,36,0,$879.65,$879.65,$0.00,3,3,0,$54.98 ,$54.98 ,$0.00 
970,Ladies Footwear,Sandals,6 4E,7,7,0,$162.44,$162.44,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
971,Ladies Footwear,Sandals,6.5,"5,110","4,642",468,"$181,802.96","$166,590.49","$15,212.47",776,737,39,"$28,205.24 ","$27,027.88 ","$1,177.36 "
972,Ladies Footwear,Sandals,6.5 2E,43,43,0,"$1,072.07","$1,072.07",$0.00,6,6,0,$137.45 ,$137.45 ,$0.00 
973,Ladies Footwear,Sandals,6.5 4E,20,20,0,$494.80,$494.80,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
974,Ladies Footwear,Sandals,6.5N,3,3,0,$83.98,$83.98,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
975,Ladies Footwear,Sandals,6.5W,45,45,0,"$1,280.80","$1,280.80",$0.00,35,35,0,"$1,037.15 ","$1,037.15 ",$0.00 
976,Ladies Footwear,Sandals,6.5WW,21,21,0,$582.55,$582.55,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
977,Ladies Footwear,Sandals,6N,5,5,0,$167.96,$167.96,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
978,Ladies Footwear,Sandals,6W,27,27,0,$759.23,$759.23,$0.00,8,8,0,$220.42 ,$220.42 ,$0.00 
979,Ladies Footwear,Sandals,6WW,5,5,0,$121.46,$121.46,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
980,Ladies Footwear,Sandals,7,"6,837","6,578",259,"$225,030.48","$217,380.48","$7,650.00","1,229","1,199",30,"$42,644.26 ","$41,724.26 ",$920.00 
981,Ladies Footwear,Sandals,7 2E,81,81,0,"$2,014.19","$2,014.19",$0.00,8,8,0,$194.92 ,$194.92 ,$0.00 
982,Ladies Footwear,Sandals,7 4E,27,27,0,$659.74,$659.74,$0.00,3,3,0,$59.98 ,$59.98 ,$0.00 
983,Ladies Footwear,Sandals,7.5,"8,376","7,292","1,084","$307,474.09","$270,827.08","$36,647.01","1,088","1,000",88,"$40,168.97 ","$37,712.00 ","$2,456.97 "
984,Ladies Footwear,Sandals,7.5 2E,96,96,0,"$2,379.05","$2,379.05",$0.00,6,6,0,$127.45 ,$127.45 ,$0.00 
985,Ladies Footwear,Sandals,7.5 4E,7,7,0,$164.93,$164.93,$0.00,2,2,0,$29.99 ,$29.99 ,$0.00 
986,Ladies Footwear,Sandals,7.5N,22,22,0,$647.28,$647.28,$0.00,1,1,0,$20.99 ,$20.99 ,$0.00 
987,Ladies Footwear,Sandals,7.5W,43,43,0,"$1,219.33","$1,219.33",$0.00,34,34,0,$989.91 ,$989.91 ,$0.00 
988,Ladies Footwear,Sandals,7.5WW,32,32,0,$904.94,$904.94,$0.00,4,4,0,$101.97 ,$101.97 ,$0.00 
989,Ladies Footwear,Sandals,7N,17,17,0,$555.34,$555.34,$0.00,3,3,0,$76.98 ,$76.98 ,$0.00 
990,Ladies Footwear,Sandals,7W,45,45,0,"$1,304.80","$1,304.80",$0.00,49,49,0,"$1,419.77 ","$1,419.77 ",$0.00 
991,Ladies Footwear,Sandals,7WW,11,11,0,$299.90,$299.90,$0.00,2,2,0,$41.24 ,$41.24 ,$0.00 
992,Ladies Footwear,Sandals,8,"6,584","5,725",859,"$232,667.62","$204,589.26","$28,078.36",800,743,57,"$28,552.02 ","$26,973.58 ","$1,578.44 "
993,Ladies Footwear,Sandals,8 2E,67,67,0,"$1,674.33","$1,674.33",$0.00,9,9,0,$224.91 ,$224.91 ,$0.00 
994,Ladies Footwear,Sandals,8 4E,6,6,0,$149.94,$149.94,$0.00,1,1,0,$14.99 ,$14.99 ,$0.00 
995,Ladies Footwear,Sandals,8.5,"7,347","6,868",479,"$261,864.37","$245,113.97","$16,750.40",982,946,36,"$35,936.65 ","$34,629.45 ","$1,307.20 "
996,Ladies Footwear,Sandals,8.5 2E,39,39,0,$974.61,$974.61,$0.00,3,3,0,$74.97 ,$74.97 ,$0.00 
997,Ladies Footwear,Sandals,8.5 4E,10,10,0,$236.16,$236.16,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
998,Ladies Footwear,Sandals,8.5N,15,15,0,$413.11,$413.11,$0.00,2,2,0,$43.49 ,$43.49 ,$0.00 
999,Ladies Footwear,Sandals,8.5W,170,170,0,"$4,816.31","$4,816.31",$0.00,44,44,0,"$1,253.56 ","$1,253.56 ",$0.00 
1000,Ladies Footwear,Sandals,8.5WW,58,58,0,"$1,683.42","$1,683.42",$0.00,6,6,0,$151.94 ,$151.94 ,$0.00 
1001,Ladies Footwear,Sandals,8N,44,44,0,"$1,282.07","$1,282.07",$0.00,3,3,0,$74.22 ,$74.22 ,$0.00 
1002,Ladies Footwear,Sandals,8W,143,143,0,"$3,998.58","$3,998.58",$0.00,62,62,0,"$1,799.39 ","$1,799.39 ",$0.00 
1003,Ladies Footwear,Sandals,8WW,56,56,0,"$1,615.44","$1,615.44",$0.00,16,16,0,$439.85 ,$439.85 ,$0.00 
1004,Ladies Footwear,Sandals,9,"6,369","5,712",657,"$224,772.18","$203,755.58","$21,016.60",785,719,66,"$27,368.80 ","$25,609.32 ","$1,759.48 "
1005,Ladies Footwear,Sandals,9 2E,69,69,0,"$1,721.81","$1,721.81",$0.00,10,10,0,$227.41 ,$227.41 ,$0.00 
1006,Ladies Footwear,Sandals,9 4E,9,9,0,$209.92,$209.92,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1007,Ladies Footwear,Sandals,9.5,"2,491","2,232",259,"$94,773.17","$86,305.18","$8,467.99",301,274,27,"$10,996.74 ","$10,072.26 ",$924.48 
1008,Ladies Footwear,Sandals,9.5 2E,47,47,0,"$1,169.53","$1,169.53",$0.00,14,14,0,$341.11 ,$341.11 ,$0.00 
1009,Ladies Footwear,Sandals,9.5N,3,3,0,$68.98,$68.98,$0.00,2,2,0,$34.49 ,$34.49 ,$0.00 
1010,Ladies Footwear,Sandals,9.5W,180,180,0,"$4,968.20","$4,968.20",$0.00,41,41,0,"$1,174.59 ","$1,174.59 ",$0.00 
1011,Ladies Footwear,Sandals,9.5WW,68,68,0,"$1,899.32","$1,899.32",$0.00,10,10,0,$289.90 ,$289.90 ,$0.00 
1012,Ladies Footwear,Sandals,9N,2,2,0,$44.99,$44.99,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1013,Ladies Footwear,Sandals,9W,68,68,0,"$1,971.82","$1,971.82",$0.00,24,24,0,$722.26 ,$722.26 ,$0.00 
1014,Ladies Footwear,Sandals,9WW,76,76,0,"$2,188.49","$2,188.49",$0.00,3,3,0,$62.98 ,$62.98 ,$0.00 
1015,Ladies Footwear,Sneakers,10,"2,144","2,095",49,"$79,105.56","$77,133.56","$1,972.00",221,216,5,"$8,574.34 ","$8,370.34 ",$204.00 
1016,Ladies Footwear,Sneakers,10 Mens/11.5 Wo,26,26,0,"$1,023.74","$1,023.74",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1017,Ladies Footwear,Sneakers,10.5,9,9,0,$500.41,$500.41,$0.00,3,3,0,$142.98 ,$142.98 ,$0.00 
1018,Ladies Footwear,Sneakers,10.5 Mens/12 Wo,4,4,0,$155.96,$155.96,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1019,Ladies Footwear,Sneakers,10W,34,34,0,"$1,049.66","$1,049.66",$0.00,4,4,0,$124.96 ,$124.96 ,$0.00 
1020,Ladies Footwear,Sneakers,11,823,627,196,"$29,846.24","$23,556.24","$6,290.00",55,50,5,"$2,053.25 ","$1,893.25 ",$160.00 
1021,Ladies Footwear,Sneakers,11 Mens/12.5 Wo,6,6,0,$233.94,$233.94,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1022,Ladies Footwear,Sneakers,11.5,13,13,0,$509.87,$509.87,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1023,Ladies Footwear,Sneakers,11.5 Mens/13 Wo,11,11,0,$439.89,$439.89,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1024,Ladies Footwear,Sneakers,11W,41,41,0,"$1,228.09","$1,228.09",$0.00,2,2,0,$68.23 ,$68.23 ,$0.00 
1025,Ladies Footwear,Sneakers,12,77,41,36,"$2,664.59","$1,520.59","$1,144.00",1,0,1,$20.80 ,$0.00 ,$20.80 
1026,Ladies Footwear,Sneakers,13,8,8,0,$319.92,$319.92,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1027,Ladies Footwear,Sneakers,2,2,2,0,$79.98,$79.98,$0.00,2,2,0,$79.98 ,$79.98 ,$0.00 
1028,Ladies Footwear,Sneakers,3.5,3,3,0,$103.97,$103.97,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1029,Ladies Footwear,Sneakers,3.5 Mens/5 Wome,17,17,0,$659.84,$659.84,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1030,Ladies Footwear,Sneakers,35,111,106,5,"$4,183.95","$3,997.95",$186.00,10,10,0,$309.91 ,$309.91 ,$0.00 
1031,Ladies Footwear,Sneakers,36,252,185,67,"$9,341.09","$6,418.16","$2,922.93",84,51,33,"$6,042.77 ","$4,499.49 ","$1,543.28 "
1032,Ladies Footwear,Sneakers,37,357,357,0,"$11,514.44","$11,514.44",$0.00,89,89,0,"$7,565.12 ","$7,565.12 ",$0.00 
1033,Ladies Footwear,Sneakers,38,310,309,1,"$9,116.90","$9,056.92",$59.98,96,95,1,"$7,349.05 ","$7,319.06 ",$29.99 
1034,Ladies Footwear,Sneakers,39,"1,022","1,000",22,"$34,055.90","$33,584.00",$471.90,266,258,8,"$18,878.36 ","$18,469.18 ",$409.18 
1035,Ladies Footwear,Sneakers,4,6,6,0,$299.94,$299.94,$0.00,2,2,0,$74.99 ,$74.99 ,$0.00 
1036,Ladies Footwear,Sneakers,4 Mens/5.5 Wome,18,18,0,$719.82,$719.82,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1037,Ladies Footwear,Sneakers,4.5 Mens/6 Wome,9,9,0,$347.91,$347.91,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1038,Ladies Footwear,Sneakers,40,654,624,30,"$22,501.56","$21,854.76",$646.80,115,110,5,"$7,147.30 ","$7,012.91 ",$134.39 
1039,Ladies Footwear,Sneakers,41,287,255,32,"$10,708.86","$9,853.46",$855.40,31,27,4,"$2,386.73 ","$2,281.73 ",$105.00 
1040,Ladies Footwear,Sneakers,42,44,18,26,"$1,814.22","$1,259.82",$554.40,36,35,1,"$1,128.26 ","$1,088.66 ",$39.60 
1041,Ladies Footwear,Sneakers,5,163,106,57,"$6,573.70","$4,975.70","$1,598.00",15,12,3,$510.73 ,$463.13 ,$47.60 
1042,Ladies Footwear,Sneakers,5 Mens/6.5 Wome,3,3,0,$103.97,$103.97,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1043,Ladies Footwear,Sneakers,5.5,209,139,70,"$8,745.11","$6,801.11","$1,944.00",23,20,3,$902.81 ,$824.81 ,$78.00 
1044,Ladies Footwear,Sneakers,6,"1,358","1,049",309,"$49,826.51","$39,908.51","$9,918.00",116,101,15,"$4,164.74 ","$3,727.74 ",$437.00 
1045,Ladies Footwear,Sneakers,6 2E,27,27,0,$658.49,$658.49,$0.00,1,1,0,$21.24 ,$21.24 ,$0.00 
1046,Ladies Footwear,Sneakers,6 Mens/7.5 Wome,5,5,0,$183.95,$183.95,$0.00,4,4,0,$137.97 ,$137.97 ,$0.00 
1047,Ladies Footwear,Sneakers,6.5,620,547,73,"$25,914.94","$23,039.54","$2,875.40",85,74,11,"$3,451.06 ","$3,093.01 ",$358.05 
1048,Ladies Footwear,Sneakers,6.5 2E,47,47,0,"$1,169.53","$1,169.53",$0.00,8,8,0,$179.93 ,$179.93 ,$0.00 
1049,Ladies Footwear,Sneakers,6.5W,72,72,0,"$2,451.78","$2,451.78",$0.00,6,6,0,$202.44 ,$202.44 ,$0.00 
1050,Ladies Footwear,Sneakers,6W,49,49,0,"$1,700.52","$1,700.52",$0.00,2,2,0,$36.74 ,$36.74 ,$0.00 
1051,Ladies Footwear,Sneakers,7,"2,756","2,555",201,"$101,555.06","$94,057.46","$7,497.60",347,332,15,"$12,535.03 ","$12,000.43 ",$534.60 
1052,Ladies Footwear,Sneakers,7 Mens/8.5 Wome,8,8,0,$311.92,$311.92,$0.00,7,7,0,$259.94 ,$259.94 ,$0.00 
1053,Ladies Footwear,Sneakers,7.5,"2,095","1,843",252,"$82,904.63","$73,805.83","$9,098.80",233,220,13,"$9,242.65 ","$8,824.05 ",$418.60 
1054,Ladies Footwear,Sneakers,7.5 2E,26,26,0,$632.25,$632.25,$0.00,5,5,0,$109.96 ,$109.96 ,$0.00 
1055,Ladies Footwear,Sneakers,7.5 Mens/9 Wome,8,8,0,$289.93,$289.93,$0.00,5,5,0,$173.96 ,$173.96 ,$0.00 
1056,Ladies Footwear,Sneakers,7.5W,55,55,0,"$1,757.70","$1,757.70",$0.00,4,4,0,$107.22 ,$107.22 ,$0.00 
1057,Ladies Footwear,Sneakers,7N,2,2,0,$67.98,$67.98,$0.00,2,2,0,$67.98 ,$67.98 ,$0.00 
1058,Ladies Footwear,Sneakers,7W,100,100,0,"$3,164.75","$3,164.75",$0.00,11,11,0,$323.89 ,$323.89 ,$0.00 
1059,Ladies Footwear,Sneakers,8,"3,803","3,512",291,"$137,378.39","$126,842.39","$10,536.00",453,438,15,"$17,472.12 ","$16,998.12 ",$474.00 
1060,Ladies Footwear,Sneakers,8 2E,23,23,0,$568.52,$568.52,$0.00,2,2,0,$32.49 ,$32.49 ,$0.00 
1061,Ladies Footwear,Sneakers,8.5,"3,770","3,303",467,"$145,635.57","$128,945.97","$16,689.60",432,400,32,"$17,663.00 ","$16,547.00 ","$1,116.00 "
1062,Ladies Footwear,Sneakers,8.5 2E,60,60,0,"$1,484.41","$1,484.41",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1063,Ladies Footwear,Sneakers,8.5W,33,33,0,$992.68,$992.68,$0.00,4,4,0,$122.96 ,$122.96 ,$0.00 
1064,Ladies Footwear,Sneakers,8W,66,66,0,"$1,943.34","$1,943.34",$0.00,9,9,0,$239.92 ,$239.92 ,$0.00 
1065,Ladies Footwear,Sneakers,9,"3,371","3,114",257,"$124,594.86","$115,198.86","$9,396.00",371,330,41,"$13,286.70 ","$12,146.70 ","$1,140.00 "
1066,Ladies Footwear,Sneakers,9 Mens/10.5 Wom,1,1,0,$39.99,$39.99,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1067,Ladies Footwear,Sneakers,9.5,"1,197","1,095",102,"$49,733.85","$45,132.05","$4,601.80",142,129,13,"$5,983.71 ","$5,514.71 ",$469.00 
1068,Ladies Footwear,Sneakers,9.5 2E,2,2,0,$49.98,$49.98,$0.00,2,2,0,$49.98 ,$49.98 ,$0.00 
1069,Ladies Footwear,Sneakers,9.5 Mens/11 Wom,4,4,0,$159.96,$159.96,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1070,Ladies Footwear,Sneakers,9.5W,13,13,0,$419.87,$419.87,$0.00,5,5,0,$149.96 ,$149.96 ,$0.00 
1071,Ladies Footwear,Sneakers,9W,102,102,0,"$2,620.98","$2,620.98",$0.00,17,17,0,$431.83 ,$431.83 ,$0.00 
1072,Ladies Footwear,Storm/Rain,10,2,0,2,$33.00,$0.00,$33.00,2,0,2,$33.00 ,$0.00 ,$33.00 
1073,Ladies Footwear,Storm/Rain,6,6,6,0,$341.94,$341.94,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1074,Ladies Footwear,Storm/Rain,8,2,2,0,$104.99,$104.99,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1075,Men & Womens Athle,Sport,10,6,6,0,$293.95,$293.95,$0.00,3,3,0,$104.98 ,$104.98 ,$0.00 
1076,Men & Womens Athle,Sport,10.5,7,7,0,$296.94,$296.94,$0.00,3,3,0,$109.98 ,$109.98 ,$0.00 
1077,Men & Womens Athle,Sport,10-10.5/41 EU,96,96,0,"$10,335.05","$10,335.05",$0.00,19,19,0,"$1,869.81 ","$1,869.81 ",$0.00 
1078,Men & Womens Athle,Sport,11,2,2,0,$63.98,$63.98,$0.00,2,2,0,$63.98 ,$63.98 ,$0.00 
1079,Men & Womens Athle,Sport,11.5,5,5,0,$287.95,$287.95,$0.00,2,2,0,$95.98 ,$95.98 ,$0.00 
1080,Men & Womens Athle,Sport,11-11.5/42 EU,1,1,0,$54.99,$54.99,$0.00,2,2,0,$109.99 ,$109.99 ,$0.00 
1081,Men & Womens Athle,Sport,13,2,2,0,$89.99,$89.99,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1082,Men & Womens Athle,Sport,36,20,20,0,"$3,119.81","$3,119.81",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1083,Men & Womens Athle,Sport,5,10,10,0,$431.90,$431.90,$0.00,1,1,0,$79.99 ,$79.99 ,$0.00 
1084,Men & Womens Athle,Sport,5.5,27,27,0,"$1,399.74","$1,399.74",$0.00,6,6,0,$559.95 ,$559.95 ,$0.00 
1085,Men & Womens Athle,Sport,5-5.5 US/36 EU,4,4,0,$339.97,$339.97,$0.00,6,6,0,$594.94 ,$594.94 ,$0.00 
1086,Men & Womens Athle,Sport,6,28,28,0,"$1,135.73","$1,135.73",$0.00,3,3,0,$167.98 ,$167.98 ,$0.00 
1087,Men & Womens Athle,Sport,6.5,67,67,0,"$2,861.34","$2,861.34",$0.00,11,11,0,$701.89 ,$701.89 ,$0.00 
1088,Men & Womens Athle,Sport,6-6.5/37 EU,50,50,0,"$6,776.50","$6,776.50",$0.00,10,10,0,"$1,025.91 ","$1,025.91 ",$0.00 
1089,Men & Womens Athle,Sport,7,133,133,0,"$5,678.67","$5,678.67",$0.00,23,23,0,"$1,167.78 ","$1,167.78 ",$0.00 
1090,Men & Womens Athle,Sport,7.5,63,63,0,"$3,374.37","$3,374.37",$0.00,9,9,0,$611.92 ,$611.92 ,$0.00 
